ID,Name in English,Degree of endangerment,Countries,Number of speakers,country_count,naive_speakers_per_country
2421,Laji,Critically endangered,China,250.0,1,250.0
2582,Kaiy,Vulnerable,Indonesia,250.0,1,250.0
2672,Kaiep,Vulnerable,Papua New Guinea,250.0,1,250.0
263,Gwich'in (Canada),Severely endangered,Canada,250.0,1,250.0
2506,Löyöp,Vulnerable,Vanuatu,250.0,1,250.0
228,Nyangumarta,Vulnerable,Australia,250.0,1,250.0
2505,Lehali,Vulnerable,Vanuatu,250.0,1,250.0
911,Texistepecan,Severely endangered,Mexico,250.0,1,250.0
889,Winnebago (Nebraska),Severely endangered,United States of America,250.0,1,250.0
1550,Winnebago (Wisconsin),Severely endangered,United States of America,250.0,1,250.0
64,Boguru,Critically endangered,"Democratic Republic of the Congo, Sudan",494.0,2,247.0
945,Zapotec of San Bartolo Yautepec,Severely endangered,Mexico,246.0,1,246.0
967,Mixtec of San Miguel Piedras,Severely endangered,Mexico,243.0,1,243.0
253,North Alaskan Inupiaq (Canada),Severely endangered,Canada,240.0,1,240.0
318,Waiwai (Guyana),Vulnerable,Guyana,240.0,1,240.0
2352,Malecite,Definitely endangered,"Canada, United States of America",475.0,2,237.5
2380,Siglitun,Severely endangered,Canada,230.0,1,230.0
1888,As,Vulnerable,Indonesia,230.0,1,230.0
1366,K'iche' (Mexico),Definitely endangered,Mexico,226.0,1,226.0
725,Paipai,Severely endangered,Mexico,226.0,1,226.0
2670,Garuwahi,Definitely endangered,Papua New Guinea,225.0,1,225.0
876,Picuris,Vulnerable,United States of America,225.0,1,225.0
2498,Neku,Severely endangered,New Caledonia (France),221.0,1,221.0
2499,Tiri,Definitely endangered,New Caledonia (France),221.0,1,221.0
2332,Emplawas,Definitely endangered,Indonesia,220.0,1,220.0
1420,Danisi,Critically endangered,Botswana,220.0,1,220.0
966,Mixtec of the northeast lowlands,Severely endangered,Mexico,220.0,1,220.0
2689,Musom,Definitely endangered,Papua New Guinea,219.0,1,219.0
2495,Pwaamèi,Definitely endangered,New Caledonia (France),219.0,1,219.0
949,"Zapotec of the Valleys, west",Definitely endangered,Mexico,211.0,1,211.0
1617,Karo,Vulnerable,Brazil,208.0,1,208.0
723,Cocopa (Mexico),Definitely endangered,Mexico,206.0,1,206.0
1793,Korúbo,Vulnerable,Brazil,205.0,1,205.0
720,Dukha,Severely endangered,Mongolia,200.0,1,200.0
210,Maung,Vulnerable,Australia,200.0,1,200.0
10,Cobiana,Critically endangered,"Guinea-Bissau, Senegal",400.0,2,200.0
671,Gagauz (Maritime),Severely endangered,"Bulgaria, Romania",400.0,2,200.0
751,"Yaminahua (Bolivia, Peru)",Severely endangered,"Bolivia (Plurinational State of), Peru",400.0,2,200.0
1821,Hobyot,Severely endangered,"Oman, Yemen",400.0,2,200.0
1688,Aja,Critically endangered,Sudan,200.0,1,200.0
520,Chawte,Definitely endangered,Myanmar,200.0,1,200.0
2290,Che Wong,Definitely endangered,Malaysia,200.0,1,200.0
29,Defaka,Critically endangered,Nigeria,200.0,1,200.0
2668,Doga,Definitely endangered,Papua New Guinea,200.0,1,200.0
2511,Dorig,Definitely endangered,Vanuatu,200.0,1,200.0
2195,Theen,Severely endangered,Lao People's Democratic Republic,200.0,1,200.0
2641,Emae,Vulnerable,Vanuatu,200.0,1,200.0
2532,Erokwanas,Vulnerable,Indonesia,200.0,1,200.0
1841,Gowro,Severely endangered,Pakistan,200.0,1,200.0
439,Hayu,Critically endangered,Nepal,200.0,1,200.0
882,Hidatsa,Definitely endangered,United States of America,200.0,1,200.0
360,Ingrian,Severely endangered,Russian Federation,200.0,1,200.0
191,Iwaidja,Vulnerable,Australia,200.0,1,200.0
2334,Kadai,Definitely endangered,Indonesia,200.0,1,200.0
2336,Kao,Definitely endangered,Indonesia,200.0,1,200.0
1683,Karo,Critically endangered,Ethiopia,200.0,1,200.0
1732,Kelo,Critically endangered,Sudan,200.0,1,200.0
2635,Kokota,Vulnerable,Solomon Islands,200.0,1,200.0
2544,Koneraw,Vulnerable,Indonesia,200.0,1,200.0
1790,Koroshi,Critically endangered,Iran (Islamic Republic of),200.0,1,200.0
2684,Magori,Vulnerable,Papua New Guinea,200.0,1,200.0
1508,Mehináku,Vulnerable,Brazil,200.0,1,200.0
148,Moghol,Critically endangered,Afghanistan,200.0,1,200.0
2198,Ningalami,Severely endangered,Afghanistan,200.0,1,200.0
102,Ongamo,Critically endangered,Kenya,200.0,1,200.0
167,Antakirinya,Definitely endangered,Australia,200.0,1,200.0
516,Bana,Severely endangered,Lao People's Democratic Republic,200.0,1,200.0
2275,Baras,Severely endangered,Indonesia,200.0,1,200.0
2166,Batak,Definitely endangered,Philippines,200.0,1,200.0
51,Birri,Critically endangered,Central African Republic,200.0,1,200.0
2522,Bonggo,Severely endangered,Indonesia,200.0,1,200.0
147,Central Siberian Yupik (Chukotka),Severely endangered,Russian Federation,200.0,1,200.0
157,Pacific Gulf Yupik,Severely endangered,United States of America,200.0,1,200.0
2171,Northern Alta,Severely endangered,Philippines,200.0,1,200.0
2694,Numbani,Vulnerable,Papua New Guinea,200.0,1,200.0
2250,Nung Ven,Vulnerable,Viet Nam,200.0,1,200.0
1860,Pipil,Critically endangered,El Salvador,200.0,1,200.0
738,Orejón,Severely endangered,Peru,200.0,1,200.0
768,Sauk-Fox,Critically endangered,United States of America,200.0,1,200.0
2035,Saisiyat,Severely endangered,China,200.0,1,200.0
2651,Shark Bay,Vulnerable,Vanuatu,200.0,1,200.0
1406,|Xaise,Critically endangered,Botswana,200.0,1,200.0
1344,Töitschu,Severely endangered,Italy,200.0,1,200.0
1264,Southern Chocho,Severely endangered,Mexico,200.0,1,200.0
2702,Sepa,Vulnerable,Papua New Guinea,200.0,1,200.0
1546,Beaver,Definitely endangered,Canada,195.0,1,195.0
258,Halkomelem,Severely endangered,"Canada, United States of America",375.0,2,187.5
2357,Nootka,Severely endangered,Canada,185.0,1,185.0
724,Tipai (Mexico),Severely endangered,Mexico,184.0,1,184.0
1627,Uru-eu-au-au,Vulnerable,Brazil,183.0,1,183.0
1262,Eastern Chocho,Severely endangered,Mexico,181.0,1,181.0
2520,Bedoanas,Vulnerable,Indonesia,180.0,1,180.0
2541,Keder,Severely endangered,Indonesia,180.0,1,180.0
1774,Jarawára,Vulnerable,Brazil,180.0,1,180.0
2273,Bahonsuai,Definitely endangered,Indonesia,180.0,1,180.0
1705,Zo'é,Vulnerable,Brazil,177.0,1,177.0
1191,Na,Critically endangered,"China, India",350.0,2,175.0
190,Kuurinji,Definitely endangered,Australia,175.0,1,175.0
2363,Central Ojibwe,Definitely endangered,Canada,175.0,1,175.0
1512,Mra,Critically endangered,"China, India",350.0,2,175.0
2637,Zazao,Critically endangered,Solomon Islands,166.0,1,166.0
2691,Mwatebu,Definitely endangered,Papua New Guinea,166.0,1,166.0
948,"Zapotec of the Southern mountains, northwest lowlands",Definitely endangered,Mexico,164.0,1,164.0
2494,Pije,Severely endangered,New Caledonia (France),161.0,1,161.0
211,Meriam Mir,Definitely endangered,Australia,160.0,1,160.0
2512,Koro,Definitely endangered,Vanuatu,160.0,1,160.0
2695,Onjab,Vulnerable,Papua New Guinea,160.0,1,160.0
574,Aweti,Vulnerable,Brazil,160.0,1,160.0
2390,Tsimshian,Critically endangered,Canada,160.0,1,160.0
1482,Sonora Lower Pima,Severely endangered,Mexico,159.0,1,159.0
1481,Chihuahua Lower Pima,Definitely endangered,Mexico,159.0,1,159.0
141,Kwak'wala,Critically endangered,"Canada, United States of America",315.0,2,157.5
155,Kaska,Severely endangered,Canada,155.0,1,155.0
2023,Aikana,Definitely endangered,Brazil,150.0,1,150.0
145,Aleut (Western),Severely endangered,United States of America,150.0,1,150.0
2638,Amblong,Definitely endangered,Vanuatu,150.0,1,150.0
1547,Assiniboine (United States of America),Critically endangered,United States of America,150.0,1,150.0
1452,Aleut (Eastern),Critically endangered,United States of America,150.0,1,150.0
2646,Malmariv,Vulnerable,Vanuatu,150.0,1,150.0
2199,Mt. Iraya Agta,Definitely endangered,Philippines,150.0,1,150.0
504,Tundra Yukagir,Critically endangered,Russian Federation,150.0,1,150.0
737,Ocaina (Peru),Critically endangered,Peru,150.0,1,150.0
2696,Papapana,Definitely endangered,Papua New Guinea,150.0,1,150.0
1775,Mandaic,Critically endangered,"Iran (Islamic Republic of), Iraq",300.0,2,150.0
14,Mani,Critically endangered,"Guinea, Sierra Leone",300.0,2,150.0
2639,Baki,Vulnerable,Vanuatu,150.0,1,150.0
1877,Cacua,Severely endangered,Colombia,150.0,1,150.0
2213,Camarines Norte Agta,Severely endangered,Philippines,150.0,1,150.0
1669,Katxuyana-Xikuyána,Vulnerable,Brazil,150.0,1,150.0
1796,Cubeo (Brazil),Definitely endangered,Brazil,150.0,1,150.0
1458,Gwich'in (United States of America),Severely endangered,United States of America,150.0,1,150.0
2504,Hiw,Definitely endangered,Vanuatu,150.0,1,150.0
154,Koyukon,Critically endangered,United States of America,150.0,1,150.0
480,Ket,Severely endangered,Russian Federation,150.0,1,150.0
1887,Arguni,Vulnerable,Indonesia,150.0,1,150.0
2164,Southern Ayta,Critically endangered,Philippines,150.0,1,150.0
2577,Wari,Definitely endangered,Indonesia,150.0,1,150.0
1625,Tupari,Definitely endangered,Brazil,150.0,1,150.0
1034,Yavapai,Severely endangered,United States of America,150.0,1,150.0
842,Quechan,Definitely endangered,United States of America,150.0,1,150.0
490,Negidal,Critically endangered,Russian Federation,147.0,1,147.0
2705,Suarmin,Definitely endangered,Papua New Guinea,145.0,1,145.0
1081,Kickapoo (Mexico),Critically endangered,Mexico,144.0,1,144.0
2710,Wab,Vulnerable,Papua New Guinea,142.0,1,142.0
1358,Motocintlec,Critically endangered,Mexico,141.0,1,141.0
2571,Taworta,Vulnerable,Indonesia,140.0,1,140.0
1413,Dimbong,Critically endangered,Cameroon,140.0,1,140.0
1954,Machineri (Bolivia),Severely endangered,Bolivia (Plurinational State of),140.0,1,140.0
1401,ǂHoa,Critically endangered,Botswana,140.0,1,140.0
2667,Dengalu,Definitely endangered,Papua New Guinea,140.0,1,140.0
197,Kunbarlang,Severely endangered,Australia,140.0,1,140.0
1555,Handuri,Critically endangered,India,138.0,1,138.0
1859,Suruahá,Vulnerable,Brazil,136.0,1,136.0
2693,Nauna,Vulnerable,Papua New Guinea,130.0,1,130.0
2697,Piu,Definitely endangered,Papua New Guinea,130.0,1,130.0
2054,Ocaina (Colombia),Severely endangered,Colombia,126.0,1,126.0
552,Ruc,Definitely endangered,"Lao People's Democratic Republic, Viet Nam",250.0,2,125.0
666,Yuki,Severely endangered,Bolivia (Plurinational State of),125.0,1,125.0
1762,Asurini do Xingu,Vulnerable,Brazil,124.0,1,124.0
1457,Nahukwa,Definitely endangered,Brazil,124.0,1,124.0
2228,Samre,Critically endangered,Cambodia,120.0,1,120.0
2649,Polonomombauk,Definitely endangered,Vanuatu,120.0,1,120.0
536,Lamu,Critically endangered,China,120.0,1,120.0
2329,Aputai,Critically endangered,Indonesia,120.0,1,120.0
1770,Dâw,Vulnerable,Brazil,120.0,1,120.0
746,Capanahua,Severely endangered,Peru,120.0,1,120.0
2664,Budibud,Vulnerable,Papua New Guinea,120.0,1,120.0
1433,Ili Turk,Severely endangered,China,120.0,1,120.0
2559,Obokuitai,Vulnerable,Indonesia,120.0,1,120.0
2654,Tutuba,Definitely endangered,Vanuatu,120.0,1,120.0
2360,Northern Tutchone,Definitely endangered,Canada,115.0,1,115.0
2529,Dubu,Vulnerable,Indonesia,110.0,1,110.0
260,Haisla,Critically endangered,Canada,110.0,1,110.0
257,Heiltsuk,Critically endangered,Canada,105.0,1,105.0
79,Kwegu,Critically endangered,Ethiopia,103.0,1,103.0
1874,Xokleng,Critically endangered,Brazil,100.0,1,100.0
20,Yangkam,Critically endangered,Nigeria,100.0,1,100.0
2565,Senggi,Vulnerable,Indonesia,100.0,1,100.0
770,Shawnee,Severely endangered,United States of America,100.0,1,100.0
1988,Shiwiar,Severely endangered,Ecuador,100.0,1,100.0
1199,Shompen,Critically endangered,India,100.0,1,100.0
106,Soo,Critically endangered,Uganda,100.0,1,100.0
412,Skolt Saami,Severely endangered,"Finland, Norway, Russian Federation",300.0,3,100.0
2483,Tirahi,Critically endangered,Afghanistan,100.0,1,100.0
1223,Tai Nora,Critically endangered,India,100.0,1,100.0
1224,Tai Rong,Critically endangered,India,100.0,1,100.0
1847,Tariana (Brazil),Critically endangered,Brazil,100.0,1,100.0
1220,Tangam,Critically endangered,India,100.0,1,100.0
864,"Ute (Colorado, Southern Ute)",Severely endangered,United States of America,100.0,1,100.0
2131,Vehes,Severely endangered,Papua New Guinea,100.0,1,100.0
823,Sahaptin,Severely endangered,United States of America,100.0,1,100.0
555,Samatao,Critically endangered,China,100.0,1,100.0
274,Seneca (United States of America),Severely endangered,United States of America,100.0,1,100.0
492,Oroch,Critically endangered,Russian Federation,100.0,1,100.0
2135,Oroha,Severely endangered,Solomon Islands,100.0,1,100.0
1978,Ninam (Venezuela),Vulnerable,Venezuela (Bolivarian Republic of),100.0,1,100.0
2191,Nemadi,Critically endangered,Mauritania,100.0,1,100.0
2692,Nafi,Severely endangered,Papua New Guinea,100.0,1,100.0
638,Omagua (Peru),Critically endangered,Peru,100.0,1,100.0
245,Wik Ngathan,Definitely endangered,Australia,100.0,1,100.0
1638,Boor,Critically endangered,Chad,100.0,1,100.0
2123,Pyu,Severely endangered,Indonesia,100.0,1,100.0
2122,Piame,Severely endangered,Papua New Guinea,100.0,1,100.0
2562,Pauwi,Vulnerable,Indonesia,100.0,1,100.0
843,Maricopa,Severely endangered,United States of America,100.0,1,100.0
1030,Mohave (Arizona),Severely endangered,United States of America,100.0,1,100.0
841,Mohave (California),Severely endangered,United States of America,100.0,1,100.0
1735,Molo,Critically endangered,Sudan,100.0,1,100.0
2422,Mulao,Severely endangered,China,100.0,1,100.0
1391,Mvanip,Critically endangered,Nigeria,100.0,1,100.0
2683,Likum,Definitely endangered,Papua New Guinea,100.0,1,100.0
164,Adnyamathanha,Definitely endangered,Australia,100.0,1,100.0
2098,Ainbai,Severely endangered,Papua New Guinea,100.0,1,100.0
1766,Banawá Yafi,Vulnerable,Brazil,100.0,1,100.0
1997,Bara (Colombia),Critically endangered,Colombia,100.0,1,100.0
2096,Bikaru,Severely endangered,Papua New Guinea,100.0,1,100.0
1176,Ruga,Critically endangered,India,100.0,1,100.0
2523,Burate,Severely endangered,Indonesia,100.0,1,100.0
577,Callahuaya,Critically endangered,Bolivia (Plurinational State of),100.0,1,100.0
862,Comanche,Severely endangered,United States of America,100.0,1,100.0
2526,Dabra,Vulnerable,Indonesia,100.0,1,100.0
175,Djinang,Definitely endangered,Australia,100.0,1,100.0
1387,Dulbu,Critically endangered,Nigeria,100.0,1,100.0
512,Ghomara,Critically endangered,Morocco,100.0,1,100.0
476,Itelmen,Critically endangered,Russian Federation,100.0,1,100.0
608,Jebero,Critically endangered,Peru,100.0,1,100.0
1385,Jilbe,Critically endangered,Nigeria,100.0,1,100.0
2109,Kalamo,Severely endangered,Papua New Guinea,100.0,1,100.0
2265,Kanowit,Severely endangered,Malaysia,100.0,1,100.0
2539,Karas,Severely endangered,Indonesia,100.0,1,100.0
28,Kiong,Critically endangered,Nigeria,100.0,1,100.0
2543,Kofei,Severely endangered,Indonesia,100.0,1,100.0
2104,Yarawata,Severely endangered,Papua New Guinea,98.0,1,98.0
2124,Samosa,Severely endangered,Papua New Guinea,94.0,1,94.0
1480,O'odham (Mexico),Definitely endangered,Mexico,94.0,1,94.0
2130,Usu,Severely endangered,Papua New Guinea,93.0,1,93.0
2116,Mindiri,Severely endangered,Papua New Guinea,93.0,1,93.0
2573,Tofanma,Vulnerable,Indonesia,90.0,1,90.0
2650,Repanbitip,Definitely endangered,Vanuatu,90.0,1,90.0
1939,Iteri,Severely endangered,Papua New Guinea,90.0,1,90.0
2385,Straits Salish,Severely endangered,"Canada, United States of America",180.0,2,90.0
225,Ngarinyin,Definitely endangered,Australia,90.0,1,90.0
2127,Taiap,Severely endangered,Papua New Guinea,89.0,1,89.0
1259,Kusunda,Critically endangered,Nepal,87.0,1,87.0
1442,Xiri,Critically endangered,South Africa,87.0,1,87.0
1916,Patamona (Brazil),Vulnerable,Brazil,87.0,1,87.0
2558,Narau,Severely endangered,Indonesia,85.0,1,85.0
2105,Ak,Severely endangered,Papua New Guinea,83.0,1,83.0
1928,Araona,Severely endangered,Bolivia (Plurinational State of),81.0,1,81.0
2704,Somm,Definitely endangered,Papua New Guinea,80.0,1,80.0
2100,Dorro,Severely endangered,Papua New Guinea,80.0,1,80.0
2572,Tobati,Severely endangered,Indonesia,80.0,1,80.0
2686,Mari,Severely endangered,Papua New Guinea,80.0,1,80.0
2537,Itik,Vulnerable,Indonesia,80.0,1,80.0
2158,Pwapwa,Severely endangered,New Caledonia (France),80.0,1,80.0
1969,Assiniboine (Canada),Critically endangered,Canada,80.0,1,80.0
1005,Gong,Severely endangered,Thailand,80.0,1,80.0
2099,Ari,Severely endangered,Papua New Guinea,80.0,1,80.0
1924,Moré,Critically endangered,Bolivia (Plurinational State of),76.0,1,76.0
2121,Papi,Severely endangered,Papua New Guinea,75.0,1,75.0
2377,Sekani,Critically endangered,Canada,75.0,1,75.0
2119,Musan,Severely endangered,Papua New Guinea,75.0,1,75.0
2374,Sarcee,Critically endangered,Canada,75.0,1,75.0
2145,Mores,Severely endangered,Vanuatu,75.0,1,75.0
544,Mlabri,Definitely endangered,"Lao People's Democratic Republic, Thailand",149.0,2,74.5
2101,Arawun,Severely endangered,Papua New Guinea,73.0,1,73.0
1934,Siriano (Brazil),Vulnerable,Brazil,71.0,1,71.0
1368,Teko,Severely endangered,Mexico,71.0,1,71.0
2084,Yankunytjatjara,Definitely endangered,Australia,70.0,1,70.0
1263,Western Chocho,Severely endangered,Mexico,70.0,1,70.0
2535,Iresim,Severely endangered,Indonesia,70.0,1,70.0
2528,Doutai,Severely endangered,Indonesia,70.0,1,70.0
2518,Awera,Vulnerable,Indonesia,70.0,1,70.0
250,Yanyuwa,Severely endangered,Australia,70.0,1,70.0
1474,Vilamovian,Severely endangered,Poland,70.0,1,70.0
2645,Mafea,Definitely endangered,Vanuatu,70.0,1,70.0
1886,Anus,Severely endangered,Indonesia,70.0,1,70.0
1873,Boruca,Critically endangered,Costa Rica,70.0,1,70.0
156,East Cape Yupik,Critically endangered,Russian Federation,70.0,1,70.0
2132,Yapunda,Severely endangered,Papua New Guinea,69.0,1,69.0
2663,Bothar,Severely endangered,Papua New Guinea,68.0,1,68.0
142,Kutenai,Severely endangered,"Canada, United States of America",135.0,2,67.5
1710,Kari'ña (Brazil),Definitely endangered,Brazil,66.0,1,66.0
232,Ritharrngu,Definitely endangered,Australia,66.0,1,66.0
1571,Northern Straits Salish,Critically endangered,United States of America,65.0,1,65.0
2126,Sumariup,Severely endangered,Papua New Guinea,65.0,1,65.0
2367,Okanagan,Definitely endangered,"Canada, United States of America",130.0,2,65.0
1371,Ixil (Mexico),Critically endangered,Mexico,64.0,1,64.0
493,Orok,Critically endangered,Russian Federation,64.0,1,64.0
612,Carapana (Brazil),Severely endangered,Brazil,63.0,1,63.0
2085,Yan-nhangu,Definitely endangered,Australia,61.0,1,61.0
196,Kija,Severely endangered,Australia,60.0,1,60.0
959,Montana Salish,Critically endangered,United States of America,60.0,1,60.0
2660,Bagupi,Definitely endangered,Papua New Guinea,60.0,1,60.0
185,Gooniyandi,Severely endangered,Australia,60.0,1,60.0
188,Gurrgoni,Vulnerable,Australia,60.0,1,60.0
2003,Carapana (Colombia),Definitely endangered,Colombia,60.0,1,60.0
2659,Atemble,Definitely endangered,Papua New Guinea,60.0,1,60.0
222,Ngangikurunggurr,Severely endangered,Australia,60.0,1,60.0
912,Olultecan,Severely endangered,Mexico,60.0,1,60.0
1792,Senaya,Critically endangered,Iran (Islamic Republic of),60.0,1,60.0
1696,Tembé,Severely endangered,Brazil,60.0,1,60.0
2387,Tahltan,Critically endangered,Canada,60.0,1,60.0
656,Tapayuna,Severely endangered,Brazil,58.0,1,58.0
2118,Mosimo,Severely endangered,Papua New Guinea,58.0,1,58.0
1885,Teribe (Costa Rica),Critically endangered,Costa Rica,57.0,1,57.0
2107,Bepour,Severely endangered,Papua New Guinea,57.0,1,57.0
2102,Faita,Severely endangered,Papua New Guinea,57.0,1,57.0
2117,Moere,Severely endangered,Papua New Guinea,56.0,1,56.0
726,Kiliwa,Critically endangered,Mexico,56.0,1,56.0
1919,Baure,Critically endangered,Bolivia (Plurinational State of),55.0,1,55.0
261,Southern Haida,Critically endangered,Canada,55.0,1,55.0
2389,Tlingit (Canada),Critically endangered,Canada,55.0,1,55.0
162,Upper Tanana (United States of America),Critically endangered,United States of America,55.0,1,55.0
944,Zapotec of Asunción Tlacolulita,Critically endangered,Mexico,53.0,1,53.0
660,Trumai,Critically endangered,Brazil,51.0,1,51.0
1530,Potawatomi (Wisconsin),Critically endangered,United States of America,50.0,1,50.0
2159,Arha,Critically endangered,New Caledonia (France),50.0,1,50.0
2278,Budong-Budong,Critically endangered,Indonesia,50.0,1,50.0
2666,Bulgebi,Definitely endangered,Papua New Guinea,50.0,1,50.0
1525,Bella Coola,Critically endangered,Canada,50.0,1,50.0
570,Arabela,Severely endangered,Peru,50.0,1,50.0
1753,Iduh (Lao PDR),Critically endangered,Lao People's Democratic Republic,50.0,1,50.0
379,Karaim (Lithuania),Severely endangered,Lithuania,50.0,1,50.0
2103,Gorovu,Severely endangered,Papua New Guinea,50.0,1,50.0
474,Forest Yukagir,Critically endangered,Russian Federation,50.0,1,50.0
2540,Kayupulau,Critically endangered,Indonesia,50.0,1,50.0
2311,Lolak,Critically endangered,Indonesia,50.0,1,50.0
2025,Chiquitano (Brazil),Critically endangered,Brazil,50.0,1,50.0
230,Banjima,Severely endangered,Australia,50.0,1,50.0
514,Arem,Severely endangered,"Lao People's Democratic Republic, Viet Nam",100.0,2,50.0
625,Makurap,Severely endangered,Brazil,50.0,1,50.0
212,Miriwoong,Critically endangered,Australia,50.0,1,50.0
2557,Moraori,Severely endangered,Indonesia,50.0,1,50.0
216,Nakkara,Severely endangered,Australia,50.0,1,50.0
224,Ngarinman,Severely endangered,Australia,50.0,1,50.0
2622,Norfolk-Pitcairn (Pitcairn),Vulnerable,Pitcairn  (U.K.),50.0,1,50.0
886,Omaha-Ponca,Critically endangered,United States of America,50.0,1,50.0
98,Omotik,Critically endangered,Kenya,50.0,1,50.0
2455,Onge,Critically endangered,India,50.0,1,50.0
2409,Patua,Critically endangered,China,50.0,1,50.0
2607,Paulohi,Critically endangered,Indonesia,50.0,1,50.0
1529,Potawatomi (Kansas),Critically endangered,United States of America,50.0,1,50.0
272,Potawatomi (Michigan),Critically endangered,United States of America,50.0,1,50.0
1531,Potawatomi (Oklahoma),Critically endangered,United States of America,50.0,1,50.0
243,Warumungu,Severely endangered,Australia,50.0,1,50.0
2609,Salas,Severely endangered,Indonesia,50.0,1,50.0
2137,Tanimbili,Severely endangered,Solomon Islands,50.0,1,50.0
943,Zapotec of San Felipe Tejalapan,Critically endangered,Mexico,50.0,1,50.0
1363,Sentilese,Critically endangered,India,50.0,1,50.0
2268,Sian,Severely endangered,Malaysia,50.0,1,50.0
2652,Tambotalo,Severely endangered,Vanuatu,50.0,1,50.0
159,Tanacross,Critically endangered,United States of America,50.0,1,50.0
160,Tanaina,Severely endangered,United States of America,50.0,1,50.0
312,Sapé,Critically endangered,Venezuela (Bolivarian Republic of),50.0,1,50.0
2583,Maku'a,Critically endangered,Timor-Leste,50.0,1,50.0
2128,Tench,Critically endangered,Papua New Guinea,49.0,1,49.0
213,Mudburra,Severely endangered,Australia,48.0,1,48.0
226,Nunggubuyu,Severely endangered,Australia,44.0,1,44.0
2095,Dumun,Critically endangered,Papua New Guinea,42.0,1,42.0
22,Kudu-Camo,Critically endangered,Nigeria,42.0,1,42.0
501,Tofa,Critically endangered,Russian Federation,40.0,1,40.0
182,Garrwa,Severely endangered,Australia,40.0,1,40.0
172,Bunuba,Severely endangered,Australia,40.0,1,40.0
505,Udege,Critically endangered,Russian Federation,40.0,1,40.0
2579,Yoki,Severely endangered,Indonesia,40.0,1,40.0
2076,Gumbaynggirr,Critically endangered,Australia,40.0,1,40.0
2553,Maremgi,Definitely endangered,Indonesia,40.0,1,40.0
858,Mono (Western),Critically endangered,United States of America,40.0,1,40.0
2382,Southern Tutchone,Critically endangered,Canada,40.0,1,40.0
2136,Asumboa,Severely endangered,Solomon Islands,40.0,1,40.0
845,Tipai (United States of America),Severely endangered,United States of America,40.0,1,40.0
1652,Noy,Critically endangered,Chad,36.0,1,36.0
1945,Quechua of Pacaraos,Critically endangered,Peru,35.0,1,35.0
2538,Kapori,Critically endangered,Indonesia,35.0,1,35.0
1367,Kaqchikel (Mexico),Critically endangered,Mexico,35.0,1,35.0
467,Chulym Turk,Critically endangered,Russian Federation,35.0,1,35.0
2129,Turaka,Critically endangered,Papua New Guinea,35.0,1,35.0
766,Menominee,Critically endangered,United States of America,35.0,1,35.0
576,Barasana (Brazil),Severely endangered,Brazil,34.0,1,34.0
2097,Bilakura,Critically endangered,Papua New Guinea,34.0,1,34.0
1808,Macuna (Brazil),Vulnerable,Brazil,32.0,1,32.0
1364,Jarawa,Critically endangered,India,31.0,1,31.0
548,Kri,Severely endangered,Lao People's Democratic Republic,31.0,1,31.0
2115,Mawak,Critically endangered,Papua New Guinea,31.0,1,31.0
2111,Kowaki,Critically endangered,Papua New Guinea,31.0,1,31.0
693,Comox/Sliammon,Critically endangered,Canada,30.0,1,30.0
1616,Djeoromitxi,Severely endangered,Brazil,30.0,1,30.0
2110,Kawucha,Critically endangered,Papua New Guinea,30.0,1,30.0
1635,Goundo,Critically endangered,Chad,30.0,1,30.0
2442,Chintaw,Critically endangered,China,30.0,1,30.0
289,Carijona,Critically endangered,Colombia,30.0,1,30.0
247,Wiradjuri,Critically endangered,Australia,30.0,1,30.0
220,Ngalkbun,Severely endangered,Australia,30.0,1,30.0
2530,Duriankere,Critically endangered,Indonesia,30.0,1,30.0
2547,Kwerisa,Critically endangered,Indonesia,30.0,1,30.0
821,Valley Yokuts,Severely endangered,United States of America,30.0,1,30.0
2156,Ske,Severely endangered,Vanuatu,30.0,1,30.0
1260,Sia Pedee,Critically endangered,Ecuador,30.0,1,30.0
1892,Rama,Critically endangered,Nicaragua,30.0,1,30.0
2267,Punan Batu,Critically endangered,Malaysia,30.0,1,30.0
240,Warnman,Severely endangered,Australia,30.0,1,30.0
1464,Mono (Eastern),Critically endangered,United States of America,30.0,1,30.0
36,Cambap,Critically endangered,Cameroon,30.0,1,30.0
2328,Amahai,Critically endangered,Indonesia,30.0,1,30.0
2212,Alabat Island Agta,Critically endangered,Philippines,30.0,1,30.0
867,Cahuilla,Critically endangered,United States of America,30.0,1,30.0
246,Wik Ngencherr,Severely endangered,Australia,30.0,1,30.0
169,Bardi,Severely endangered,Australia,30.0,1,30.0
698,Malinaltepec Tlapanec,Vulnerable,Mexico,29.0,1,29.0
2140,Bieria,Critically endangered,Vanuatu,25.0,1,25.0
894,Caddo,Critically endangered,United States of America,25.0,1,25.0
144,Ahtna,Critically endangered,United States of America,25.0,1,25.0
629,Sakurabiat,Severely endangered,Brazil,25.0,1,25.0
208,Marrithiyel,Critically endangered,Australia,25.0,1,25.0
619,Kwazá,Critically endangered,Brazil,25.0,1,25.0
727,Iquito,Critically endangered,Peru,25.0,1,25.0
803,Columbian,Critically endangered,United States of America,25.0,1,25.0
2554,Massep,Critically endangered,Indonesia,25.0,1,25.0
2556,Mor,Severely endangered,Indonesia,25.0,1,25.0
2006,Pisamira,Critically endangered,Colombia,25.0,1,25.0
1107,Surel,Critically endangered,Nepal,25.0,1,25.0
